N,P,K,temperature,humidity,ph,rainfall,moisture,Organic_Carbon,Electrical_Conductivity,Soil_Type,Recommended_Fertilizer
81,70,15,10.03,47.67,6.14,589.59,36.77,0.68,1.41,Loamy,MOP
100,35,94,23.15,83.2,7.38,1856.25,23.86,0.42,1.07,Silt,DAP
120,77,51,27.06,40.8,6.55,1522.98,54.0,0.85,1.47,Loamy,NPK
136,31,99,18.11,39.12,8.27,2182.3,37.07,1.05,1.9,Clay,DAP
22,16,44,17.79,47.05,4.67,403.82,55.31,0.26,2.53,Loamy,Urea
70,66,118,20.7,51.75,6.51,2312.29,12.01,0.58,1.5,Sandy,Zinc Sulphate
124,71,91,17.89,63.19,6.84,974.38,29.88,1.25,1.04,Loamy,SSP
118,27,15,35.75,66.33,8.18,2080.01,57.39,0.88,1.52,Sandy,DAP
86,19,87,29.29,77.44,4.7,1014.81,22.48,0.25,2.1,Loamy,DAP
99,40,27,34.87,34.4,6.79,2534.61,57.08,0.57,1.11,Silt,MOP
64,35,52,35.81,42.49,7.91,2535.45,57.7,1.03,1.3,Clay,DAP
153,64,29,23.05,60.31,5.47,1057.67,54.11,0.46,1.73,Sandy,MOP
49,34,88,24.33,45.05,8.01,2746.75,38.18,1.28,0.95,Loamy,Urea
118,61,62,39.33,82.41,4.58,1098.91,42.35,1.08,0.71,Loamy,Compost
115,27,118,34.51,68.41,7.43,2707.94,53.48,0.81,0.51,Loamy,DAP
118,33,57,33.94,59.41,8.23,740.79,48.79,1.39,1.12,Silt,DAP
40,24,36,27.51,30.03,7.13,1006.16,41.5,0.71,0.24,Silt,Urea
159,17,97,23.83,81.52,6.26,2675.73,59.11,0.51,1.79,Sandy,DAP
20,52,85,36.84,57.65,4.68,426.3,44.28,1.06,0.61,Sandy,Urea
44,33,10,34.14,61.88,8.18,2165.0,58.77,0.95,1.19,Silt,Urea
58,74,23,25.5,71.9,6.38,2109.58,12.87,0.64,0.88,Sandy,Urea
46,35,41,18.11,86.25,4.62,2922.05,16.95,0.65,1.93,Clay,Urea
112,83,76,14.42,39.49,7.26,2922.38,32.57,0.72,2.57,Clay,Urea
69,35,19,26.58,34.27,6.43,1545.38,29.24,0.58,1.94,Silt,DAP
76,75,35,18.88,37.31,5.0,2043.53,49.14,1.12,1.67,Sandy,MOP
101,49,104,17.93,74.44,5.36,636.21,18.03,1.05,2.04,Loamy,Compost
35,23,83,13.17,37.76,4.76,833.02,58.8,0.77,0.19,Clay,Urea
54,42,74,11.03,60.06,6.8,1763.63,25.75,0.72,0.46,Silt,Urea
65,66,59,33.5,72.39,6.99,865.26,31.45,0.67,0.38,Sandy,Compost
86,48,58,13.24,72.77,6.52,807.25,23.74,0.57,0.38,Silt,NPK
35,10,41,36.66,54.38,7.77,263.96,38.97,0.31,0.86,Loamy,Urea
98,46,92,16.41,71.92,7.94,405.36,12.93,0.55,1.64,Clay,Zinc Sulphate
93,27,74,32.79,87.0,6.96,2192.0,17.48,0.62,0.43,Silt,DAP
136,39,35,34.69,31.68,4.55,240.13,47.29,0.91,2.81,Silt,DAP
68,36,78,33.78,70.28,7.28,2708.19,19.33,1.21,2.58,Silt,DAP
37,69,35,36.19,61.36,6.17,420.25,21.78,0.71,2.92,Loamy,Urea
41,58,111,20.19,42.76,6.76,638.41,49.65,1.43,0.22,Silt,Urea
125,39,74,39.58,48.46,7.1,1152.96,14.67,1.28,2.57,Loamy,DAP
138,54,103,18.39,80.23,5.9,2234.64,31.87,1.48,2.43,Loamy,Compost
35,30,21,38.03,65.21,8.17,2162.0,11.15,1.34,2.72,Loamy,Urea
22,63,109,23.12,30.87,5.04,890.37,27.34,1.0,1.63,Clay,Urea
142,25,45,11.71,87.92,7.19,1115.58,44.95,0.98,2.38,Clay,DAP
54,27,33,33.55,69.97,4.52,2499.45,14.51,0.37,0.25,Silt,Urea
124,43,51,33.62,56.56,8.2,1590.98,54.42,1.14,0.32,Silt,Zinc Sulphate
122,30,64,15.92,72.74,4.95,1482.97,55.47,0.98,0.44,Clay,DAP
76,85,64,34.71,42.27,4.88,1973.73,15.25,0.86,2.75,Sandy,Compost
66,40,98,14.73,45.63,5.83,1479.17,59.54,1.1,0.28,Clay,SSP
67,19,17,14.54,39.13,5.99,1415.2,24.88,0.78,0.39,Loamy,DAP
106,13,85,34.27,53.82,5.36,2436.09,14.21,0.88,2.8,Clay,DAP
139,24,70,18.71,84.28,6.84,2807.99,10.25,0.72,0.41,Loamy,DAP
116,62,36,12.31,53.32,6.27,1737.94,30.43,1.13,2.62,Silt,MOP
113,68,85,38.69,47.29,4.64,1010.15,41.49,1.34,2.39,Sandy,Compost
22,64,72,26.71,72.21,5.78,2859.18,26.61,1.29,0.22,Silt,Urea
80,71,41,23.44,82.18,7.74,2165.42,51.84,1.22,0.16,Loamy,NPK
21,51,69,25.12,44.65,7.26,2032.11,45.83,0.22,1.65,Loamy,Urea
45,37,44,30.11,78.48,7.4,1898.67,27.51,1.39,2.99,Loamy,Urea
37,16,25,35.85,48.29,7.29,2273.06,46.72,0.56,2.65,Sandy,Urea
85,20,45,30.18,44.84,5.74,2371.71,57.02,1.35,1.0,Clay,DAP
59,38,65,32.19,58.38,4.9,2415.31,14.65,0.46,1.22,Silt,Urea
150,43,39,15.4,34.0,5.59,2932.25,25.31,0.77,1.22,Silt,MOP
36,34,110,21.52,81.73,7.83,1351.36,33.17,1.17,2.23,Clay,Urea
21,65,41,27.54,82.46,8.42,879.38,34.9,1.03,1.09,Silt,Urea
89,49,88,28.58,70.64,6.48,1303.49,37.11,0.74,0.53,Sandy,Urea
68,72,30,18.12,48.17,4.54,2347.04,25.03,1.08,2.27,Silt,MOP
76,59,65,39.25,40.0,5.06,1713.96,43.36,0.91,1.43,Loamy,Compost
75,20,49,13.55,71.93,5.79,2621.14,42.25,0.56,0.32,Clay,DAP
95,69,102,13.37,36.19,6.81,861.2,38.89,1.04,2.39,Sandy,NPK
40,73,63,16.87,54.67,4.8,2263.68,15.69,0.47,1.8,Clay,Urea
35,13,39,32.62,35.33,8.27,898.19,33.85,1.1,1.52,Sandy,Urea
25,40,98,11.1,55.59,5.96,2437.52,27.81,0.2,2.05,Loamy,Urea
53,83,29,39.64,38.07,8.15,1427.05,34.55,0.91,1.57,Clay,Urea
78,63,83,39.63,31.93,7.62,2970.36,56.09,0.72,1.98,Silt,SSP
86,89,104,14.79,56.98,7.52,2072.45,34.03,0.59,2.62,Sandy,Compost
60,65,10,22.04,64.06,6.93,2276.84,10.7,0.87,1.88,Clay,MOP
51,53,83,16.12,56.36,7.01,319.63,31.94,1.04,2.01,Silt,Urea
29,14,27,22.24,40.57,7.05,2168.59,51.03,1.45,1.88,Clay,Urea
138,76,109,25.99,34.65,7.01,1372.71,49.0,1.28,1.64,Clay,NPK
112,89,66,34.68,37.58,6.71,1104.77,35.67,1.13,0.6,Clay,SSP
96,77,68,11.07,73.63,8.45,2426.55,22.49,0.82,1.07,Sandy,Zinc Sulphate
39,18,22,39.61,30.95,7.43,840.18,33.25,0.71,2.11,Silt,Urea
46,13,41,38.22,81.8,7.61,709.1,38.19,0.24,1.33,Loamy,Urea
143,83,95,27.11,80.41,7.99,1194.89,59.99,0.67,1.28,Sandy,Zinc Sulphate
48,25,79,24.43,82.83,5.36,1962.18,42.21,1.3,2.3,Sandy,Urea
135,79,42,26.52,82.72,4.84,920.49,44.71,0.7,0.12,Sandy,Compost
64,24,74,10.55,70.05,6.43,1764.07,34.57,0.8,2.07,Loamy,DAP
49,61,12,32.13,80.85,6.56,1277.57,27.72,0.55,1.52,Silt,Urea
57,40,14,24.89,73.82,7.82,1310.8,50.65,0.56,1.19,Silt,Urea
51,89,100,18.58,48.01,6.28,768.73,34.75,0.28,1.09,Silt,Urea
69,53,21,23.85,75.31,6.78,1101.89,59.73,1.0,0.6,Clay,MOP
90,45,42,18.78,66.93,6.61,966.77,32.86,0.78,1.07,Clay,Compost
95,11,114,31.0,31.65,4.65,881.63,13.4,0.99,1.24,Clay,DAP
106,37,36,28.43,77.18,6.96,426.18,44.13,0.91,1.37,Loamy,DAP
24,49,22,21.64,82.25,7.81,1412.6,12.33,1.24,2.05,Clay,Urea
126,72,119,19.43,61.05,5.13,885.12,22.53,1.18,1.42,Loamy,Compost
138,72,84,36.34,59.22,6.88,2890.85,27.69,1.2,2.41,Silt,Zinc Sulphate
50,26,84,30.47,55.64,6.87,1884.77,46.97,0.85,1.96,Clay,Urea
116,47,45,31.47,73.13,5.16,1493.65,34.71,0.66,0.65,Clay,Compost
20,45,114,28.56,42.93,4.99,1146.37,11.43,1.41,0.9,Sandy,Urea
105,41,67,12.26,76.44,8.42,1490.14,40.84,0.27,0.33,Loamy,Zinc Sulphate
84,63,73,11.78,47.54,6.07,1156.1,30.57,0.4,2.84,Silt,NPK
122,68,59,22.88,45.69,5.41,2599.2,56.09,0.75,2.67,Sandy,Compost
43,34,60,37.91,78.55,5.19,916.34,34.98,1.0,0.35,Sandy,Urea
66,86,13,25.74,40.46,7.17,983.9,45.45,0.21,1.76,Silt,MOP
154,23,53,36.28,81.75,6.94,2186.94,20.94,1.14,2.89,Sandy,DAP
26,53,27,12.9,88.67,7.07,2722.6,48.05,0.93,2.27,Loamy,Urea
23,34,27,31.73,49.19,4.85,2104.32,46.05,0.83,1.53,Loamy,Urea
123,44,101,17.36,85.67,8.07,437.24,55.2,0.75,0.8,Clay,Zinc Sulphate
71,88,15,25.73,63.98,6.06,2717.15,11.69,0.88,0.91,Sandy,MOP
101,88,68,18.79,45.56,5.75,2354.11,32.38,0.41,2.24,Clay,Urea
99,56,72,31.37,57.16,6.35,871.21,43.96,0.34,2.36,Sandy,Compost
67,56,52,22.03,78.0,6.06,375.3,14.76,0.58,1.63,Loamy,NPK
114,26,78,23.87,70.0,7.95,2208.94,30.53,1.12,0.45,Loamy,DAP
85,32,84,17.36,59.69,8.22,856.82,57.11,0.96,2.81,Loamy,DAP
129,26,78,18.44,45.44,5.71,1666.67,31.8,0.82,2.55,Sandy,DAP
144,38,18,15.38,73.55,7.96,450.77,59.27,0.94,0.51,Loamy,DAP
146,11,32,26.61,48.8,7.63,1790.85,12.84,0.93,0.26,Sandy,DAP
119,20,20,14.35,49.86,8.22,260.13,45.89,0.6,1.65,Clay,DAP
59,25,70,18.05,74.81,5.48,1695.18,39.05,0.33,0.92,Sandy,Urea
54,60,88,25.91,63.51,6.81,2534.35,35.03,1.37,0.92,Clay,Urea
43,30,98,18.24,41.15,5.6,1826.08,58.54,0.98,0.35,Sandy,Urea
113,30,26,27.65,71.23,7.8,2677.02,16.48,1.11,2.86,Clay,DAP
128,15,59,10.42,45.48,4.52,1736.87,54.8,0.8,2.51,Loamy,DAP
122,55,62,39.2,75.63,6.76,2124.81,44.56,1.18,0.43,Clay,MOP
112,32,99,31.9,58.72,5.86,1225.55,22.95,0.96,2.64,Loamy,DAP
23,67,23,25.11,65.7,5.79,1031.04,55.08,0.27,2.08,Loamy,Urea
124,66,48,37.63,66.06,7.08,1140.3,31.46,1.36,1.04,Clay,Zinc Sulphate
97,70,64,36.09,38.81,7.91,487.83,50.71,0.6,2.63,Sandy,Zinc Sulphate
121,48,18,21.0,69.03,6.94,912.3,29.44,0.38,1.83,Sandy,MOP
135,54,72,13.48,82.03,7.91,1283.7,52.55,0.31,2.56,Silt,Zinc Sulphate
117,38,36,17.57,83.47,5.56,1156.34,41.83,1.14,1.46,Sandy,DAP
55,40,44,16.26,71.31,6.58,1587.65,17.05,1.12,1.55,Silt,Urea
98,11,100,32.5,88.14,6.3,1567.15,42.48,1.11,0.94,Sandy,DAP
54,46,89,26.44,65.9,4.55,2259.13,19.57,1.39,1.22,Sandy,Urea
48,53,69,35.5,45.29,6.73,1308.08,30.6,0.65,1.75,Loamy,Urea
55,88,95,24.69,69.61,7.15,2096.23,18.51,0.93,2.85,Silt,Urea
87,79,39,33.09,84.55,6.87,2693.75,11.1,1.01,1.84,Sandy,MOP
158,72,99,19.7,51.53,7.45,1476.16,20.59,1.47,0.53,Silt,MOP
74,84,112,28.06,45.89,6.79,1749.6,36.82,0.61,0.12,Loamy,MOP
68,62,48,29.18,87.99,4.77,2096.1,34.08,1.44,2.57,Loamy,Compost
76,85,61,32.78,75.99,4.97,1583.5,35.07,0.39,1.16,Silt,Compost
118,12,106,33.98,32.99,6.89,656.96,22.38,1.19,1.01,Loamy,DAP
106,28,113,18.3,63.67,5.6,1022.01,44.26,1.02,2.42,Clay,DAP
74,54,67,21.55,44.07,4.82,278.92,45.21,1.26,2.84,Clay,Compost
75,70,74,16.21,47.21,6.22,2114.06,27.9,0.24,2.27,Loamy,NPK
93,64,85,32.44,35.26,6.72,982.81,54.06,0.3,0.6,Clay,MOP
23,80,90,18.12,43.86,5.81,2506.11,42.2,0.29,1.23,Sandy,Urea
128,85,98,21.73,60.31,7.38,2036.55,45.65,0.97,2.3,Silt,SSP
149,38,38,34.09,34.71,7.08,2261.17,23.87,0.98,2.73,Sandy,DAP
107,57,67,20.19,83.38,5.83,2670.9,10.03,1.38,3.0,Silt,Compost
155,81,51,18.75,76.52,7.52,1391.96,53.27,0.81,1.58,Loamy,SSP
83,72,37,29.54,52.88,7.09,728.11,51.12,0.29,2.49,Sandy,MOP
153,30,92,39.26,37.81,7.05,2819.43,16.16,0.47,0.24,Loamy,DAP
103,66,114,11.88,89.64,6.71,2988.32,28.71,0.21,0.93,Loamy,MOP
33,22,19,35.04,63.8,4.55,810.31,43.07,1.21,1.18,Silt,Urea
123,36,20,13.65,55.38,7.29,2274.77,42.61,1.26,2.93,Silt,DAP
124,77,83,20.35,41.92,6.0,402.36,53.02,1.5,0.11,Silt,Zinc Sulphate
145,73,69,22.5,42.19,8.27,276.92,17.01,0.74,0.99,Sandy,Zinc Sulphate
90,18,39,31.56,77.77,7.77,2090.36,31.5,0.23,2.8,Clay,DAP
128,83,58,37.8,61.19,6.85,914.45,14.86,0.51,0.99,Silt,DAP
49,84,80,13.06,89.04,5.51,2629.98,29.48,0.96,0.75,Silt,Urea
27,16,78,32.34,87.19,5.31,1636.6,10.76,1.45,2.22,Sandy,Urea
67,20,69,19.67,42.41,5.86,2389.73,54.91,0.33,2.26,Silt,DAP
47,37,37,37.06,89.96,6.41,489.71,36.35,0.36,1.47,Sandy,Urea
153,81,29,18.35,89.2,5.68,2648.49,52.49,1.11,2.85,Loamy,MOP
151,36,105,30.82,77.96,6.56,731.83,13.0,1.07,0.69,Silt,DAP
119,31,68,14.94,53.45,5.16,1791.03,21.37,0.53,2.75,Silt,DAP
86,51,21,38.74,43.45,8.41,1907.13,22.97,1.26,2.29,Loamy,MOP
157,41,14,10.13,36.19,4.93,384.66,29.33,0.37,1.17,Loamy,MOP
121,23,39,16.99,33.12,8.23,2937.18,50.14,1.4,2.44,Loamy,DAP
46,35,42,30.28,79.25,8.15,1046.27,29.33,0.46,0.49,Silt,Urea
94,64,19,35.61,86.73,6.6,2199.52,20.23,0.31,0.48,Clay,MOP
119,84,48,39.81,76.35,7.4,1968.61,13.25,0.64,2.8,Clay,SSP
54,80,100,15.2,75.54,6.24,292.63,13.97,0.44,0.37,Clay,Urea
32,64,85,19.21,54.91,7.02,2614.61,48.0,0.89,0.11,Silt,Urea
139,54,75,36.76,68.47,5.86,1052.41,32.24,1.09,1.23,Loamy,SSP
74,39,103,10.97,70.27,5.7,897.36,46.31,0.84,0.4,Silt,DAP
62,75,69,32.0,45.44,6.81,363.94,44.11,1.06,2.6,Loamy,Zinc Sulphate
92,35,50,22.69,74.32,6.49,900.93,16.77,0.67,2.78,Silt,DAP
87,10,78,30.66,38.77,6.82,1936.17,17.14,0.24,1.5,Silt,DAP
62,33,46,25.75,47.61,5.65,762.43,47.77,1.47,1.33,Loamy,DAP
59,64,87,28.81,65.38,5.97,1506.2,46.06,1.27,1.66,Clay,Urea
133,74,99,30.0,62.37,4.84,2439.16,28.9,0.3,0.76,Loamy,Compost
22,34,17,28.94,72.27,4.71,2874.52,13.87,0.78,0.96,Sandy,Urea
140,51,104,29.94,64.97,5.51,2161.38,10.6,1.03,0.39,Sandy,Compost
99,53,66,27.05,32.97,4.8,748.05,24.41,0.45,1.39,Loamy,Compost
58,78,76,31.42,88.66,4.92,1272.79,10.46,0.95,1.87,Silt,Urea
116,21,37,33.28,75.81,7.75,1751.34,21.5,0.89,2.8,Sandy,DAP
96,17,23,33.64,82.83,4.66,2639.94,30.98,0.47,2.24,Sandy,DAP
95,72,20,35.61,78.24,7.14,1733.63,16.07,0.38,2.2,Silt,MOP
41,87,38,19.49,42.74,5.59,1575.62,15.21,1.19,0.99,Silt,Urea
27,29,113,32.37,85.96,7.99,927.18,54.82,0.62,2.68,Clay,Urea
127,49,63,38.4,89.05,6.44,1598.89,39.27,0.52,2.85,Silt,SSP
147,82,85,21.02,34.72,5.72,1092.4,56.72,1.16,2.8,Loamy,SSP
37,14,116,33.33,39.51,6.57,1780.49,27.29,1.16,0.21,Loamy,Urea
153,10,18,18.74,89.42,6.03,2464.4,43.86,0.56,1.85,Clay,DAP
23,20,45,15.27,47.61,6.76,2848.03,20.23,1.33,1.97,Sandy,Urea
136,13,28,23.39,79.19,4.96,2466.87,40.92,1.09,0.96,Sandy,DAP
31,47,16,34.2,34.45,8.49,2519.24,16.48,0.65,2.98,Silt,Urea
131,26,26,19.21,73.95,6.2,1202.38,10.1,0.76,0.94,Loamy,DAP
56,77,57,18.85,72.08,5.89,2147.41,56.58,1.14,0.73,Sandy,Urea
21,41,60,18.33,86.26,7.34,1286.66,37.74,0.48,1.5,Clay,Urea
22,14,96,16.54,73.72,5.96,267.85,56.35,0.81,1.04,Clay,Urea
104,31,85,28.33,32.48,7.83,2676.72,26.69,1.05,2.78,Loamy,DAP
58,87,80,17.3,57.03,6.32,346.42,26.39,0.9,1.38,Clay,Urea
96,76,98,38.05,50.87,7.38,523.47,30.03,0.99,1.29,Clay,MOP
131,20,87,20.38,64.24,4.93,251.49,45.3,0.91,1.92,Loamy,DAP
37,34,67,26.27,55.7,7.88,388.32,38.29,0.46,0.34,Silt,Urea
32,51,104,22.28,46.85,7.44,365.24,56.27,0.73,2.29,Silt,Urea
33,44,98,38.88,69.66,5.35,2096.46,11.27,0.89,2.33,Clay,Urea
60,88,84,22.72,48.67,5.08,2589.8,45.41,1.21,1.47,Silt,Compost
59,68,84,26.91,81.04,5.77,2430.73,26.52,1.05,2.87,Silt,Urea
108,57,16,32.9,49.38,8.4,1953.6,19.01,0.75,1.78,Clay,MOP
120,12,116,15.14,60.92,5.53,2400.79,35.52,1.47,2.12,Silt,DAP
67,33,71,10.98,79.56,6.32,1478.38,35.25,0.34,2.78,Clay,DAP
29,78,76,23.65,79.37,4.62,2737.94,16.85,0.47,2.03,Sandy,Urea
140,42,24,26.52,65.17,6.09,1487.74,20.09,0.64,1.35,Loamy,MOP
73,79,76,18.61,52.8,6.79,278.99,30.41,0.5,0.17,Loamy,NPK
68,56,62,23.88,63.48,8.31,2166.93,30.44,1.01,2.21,Silt,Zinc Sulphate
103,62,50,28.45,80.98,6.57,2526.06,25.88,0.25,2.9,Silt,NPK
69,54,26,39.2,43.13,7.78,828.82,17.43,0.43,1.46,Silt,MOP
116,80,66,28.05,37.35,6.69,1089.97,10.22,0.58,1.09,Loamy,SSP
87,66,53,23.47,64.92,4.66,2145.89,58.51,1.09,1.61,Sandy,Compost
118,79,80,10.68,64.44,5.76,1806.69,57.17,1.34,2.21,Sandy,Compost
103,49,84,19.32,47.59,6.8,2691.91,34.18,1.24,0.1,Loamy,NPK
153,12,73,20.75,56.07,8.3,1537.49,59.75,0.44,2.67,Sandy,DAP
153,58,119,24.31,35.31,7.94,2082.87,43.68,0.94,2.67,Loamy,Zinc Sulphate
79,23,29,33.47,37.85,5.41,960.58,13.44,0.24,1.67,Sandy,DAP
100,29,10,33.28,79.7,5.38,2802.41,15.89,0.6,0.45,Clay,DAP
132,87,105,35.36,57.87,5.3,1235.43,55.81,1.25,2.05,Clay,Compost
36,75,111,18.7,35.99,8.19,1710.69,41.5,0.79,0.5,Loamy,Urea
150,34,94,20.39,87.71,7.91,1926.15,52.16,0.39,1.57,Sandy,DAP
129,13,40,14.51,42.6,7.6,911.97,54.91,0.77,0.37,Silt,DAP
53,50,26,35.72,49.01,6.07,1086.88,32.4,0.46,1.81,Sandy,Urea
81,72,98,29.57,88.35,6.52,1606.79,12.43,0.71,1.02,Clay,SSP
106,57,50,12.33,40.85,6.36,958.42,19.41,0.83,2.51,Clay,Compost
142,64,106,19.11,88.12,5.51,564.43,13.33,0.65,2.42,Sandy,Compost
142,11,85,14.58,73.33,6.52,2542.45,19.44,1.42,3.0,Sandy,DAP
146,32,37,39.08,55.62,4.62,1109.23,30.53,0.93,0.85,Silt,DAP
101,57,58,19.74,65.7,5.03,1364.76,15.91,1.3,0.28,Silt,Compost
79,24,99,24.89,60.47,8.05,1732.07,18.34,1.19,1.38,Sandy,DAP
64,60,109,19.54,78.28,7.51,2558.78,32.29,1.06,0.34,Sandy,DAP
94,33,64,24.23,33.77,6.19,592.9,27.01,0.85,0.62,Sandy,DAP
122,29,17,39.96,78.8,6.57,1952.67,33.38,0.2,1.83,Sandy,DAP
28,65,41,18.62,88.24,5.98,1183.02,31.46,1.0,1.82,Loamy,Urea
54,47,60,18.48,55.77,7.46,2634.73,42.22,0.66,0.23,Sandy,Urea
29,34,99,21.14,41.48,7.64,2051.33,56.86,0.35,1.38,Silt,Urea
123,61,78,15.08,36.53,7.55,606.54,15.39,0.78,1.64,Clay,MOP
146,60,116,32.17,50.81,7.39,1031.42,14.96,1.16,0.88,Loamy,NPK
135,56,47,21.38,37.84,5.32,301.25,52.64,1.45,2.63,Sandy,Compost
64,77,86,27.43,43.78,5.85,2357.57,35.32,0.69,0.57,Clay,Compost
96,89,28,29.84,69.27,6.38,1355.81,48.32,0.91,0.84,Loamy,MOP
137,73,15,11.06,54.95,5.82,336.29,20.77,1.31,0.56,Clay,MOP
72,52,54,29.32,84.06,7.52,237.68,51.44,0.63,0.44,Sandy,Compost
103,80,79,25.98,57.83,5.82,2875.53,56.19,0.38,2.65,Sandy,SSP
21,66,25,12.49,39.25,5.05,2586.54,41.77,0.57,0.91,Silt,Urea
151,48,63,13.73,38.32,6.1,1136.44,15.29,1.37,2.2,Sandy,NPK
38,38,102,23.22,71.59,8.42,1646.44,54.76,0.41,1.34,Sandy,Urea
118,35,91,20.39,68.03,5.4,1812.54,49.62,0.63,1.94,Loamy,DAP
158,23,41,23.12,72.47,6.95,1642.81,47.54,0.8,2.79,Silt,DAP
102,73,38,29.07,50.33,6.23,1062.4,11.84,1.3,2.55,Loamy,MOP
88,56,116,14.63,84.9,4.78,1293.6,49.95,1.42,0.3,Clay,Compost
159,29,61,29.87,36.83,6.45,707.27,16.9,0.75,2.55,Sandy,DAP
143,16,90,34.54,31.97,7.31,293.0,21.12,1.41,1.41,Clay,DAP
103,83,115,10.09,74.53,6.55,633.22,38.86,0.41,1.12,Loamy,DAP
137,76,78,21.05,70.62,7.99,236.56,23.25,0.4,2.05,Sandy,Zinc Sulphate
136,62,105,18.26,59.61,5.66,1412.59,43.07,1.43,2.86,Sandy,Compost
37,74,38,22.96,32.62,4.84,2050.5,40.4,0.86,0.37,Loamy,Urea
20,39,102,28.46,36.85,8.25,706.62,15.41,0.44,2.33,Loamy,Urea
126,75,115,15.63,41.72,6.01,1694.96,42.8,0.83,0.69,Loamy,SSP
23,24,12,14.02,68.32,6.81,1109.91,56.2,1.22,1.2,Loamy,Urea
31,84,60,31.87,69.78,7.67,535.98,18.06,1.27,2.63,Loamy,Urea
120,79,77,30.57,70.61,5.8,557.25,39.85,1.32,1.68,Sandy,NPK
98,79,53,23.83,78.18,7.36,1930.72,27.09,0.94,0.3,Loamy,MOP
71,66,34,25.04,31.49,5.04,529.58,32.98,1.33,1.57,Sandy,MOP
118,34,31,18.1,68.6,5.67,1749.13,24.35,0.86,2.39,Sandy,DAP
109,32,51,19.88,45.09,5.08,733.74,27.71,0.99,1.63,Loamy,DAP
34,21,84,19.6,64.26,7.74,2625.17,11.45,1.19,0.58,Loamy,Urea
155,57,17,31.79,74.27,5.39,339.94,59.08,0.75,1.39,Silt,MOP
49,19,100,26.67,73.2,7.37,1283.84,41.24,0.3,2.78,Sandy,Urea
146,26,53,31.88,47.27,8.27,2332.23,35.04,0.66,2.01,Loamy,DAP
145,61,119,27.72,51.32,6.61,2297.63,29.19,1.01,2.22,Loamy,NPK
114,11,62,26.37,85.04,6.66,605.38,36.97,0.45,2.38,Loamy,DAP
27,69,95,19.62,80.93,6.34,750.83,29.01,0.39,0.36,Silt,Urea
112,66,76,21.86,45.42,5.8,1729.72,28.0,0.58,1.79,Silt,NPK
35,82,36,36.62,65.22,6.4,2115.91,33.2,0.24,1.19,Clay,Urea
132,56,20,27.28,36.44,6.91,2306.39,23.8,1.17,0.5,Sandy,MOP
64,80,36,25.73,69.23,8.44,1937.54,19.0,0.54,0.69,Clay,MOP
157,22,16,11.59,67.28,8.25,2392.73,37.83,0.36,2.37,Loamy,DAP
69,83,100,30.13,45.84,7.95,1431.66,52.14,1.11,0.57,Silt,Zinc Sulphate
79,31,84,30.58,55.31,8.06,1769.7,17.64,1.3,1.01,Silt,DAP
87,37,66,30.72,76.94,6.37,1413.05,11.64,0.23,0.93,Clay,DAP
146,64,98,12.74,45.33,7.13,2330.65,22.34,0.5,0.24,Silt,SSP
99,59,48,19.01,76.1,8.08,689.47,58.99,1.43,1.44,Loamy,Zinc Sulphate
108,87,60,21.14,48.98,6.07,906.74,51.44,0.7,2.32,Silt,Urea
105,28,89,34.79,80.37,8.35,2543.13,39.79,1.42,0.16,Clay,DAP
47,10,30,39.42,31.83,6.16,2200.3,56.46,0.56,0.43,Loamy,Urea
82,77,99,22.44,45.49,6.9,2258.48,32.26,0.48,2.19,Clay,DAP
137,65,100,26.63,40.66,7.34,477.55,59.16,0.48,1.82,Silt,MOP
146,23,66,10.22,83.43,8.3,1556.34,24.82,0.31,2.17,Clay,DAP
92,73,60,10.26,55.71,5.48,1780.15,22.02,1.37,0.77,Clay,Compost
85,78,118,12.24,62.74,7.48,2383.78,41.9,1.47,2.43,Sandy,NPK
47,31,26,31.58,44.52,6.58,1382.25,28.91,1.44,1.49,Silt,Urea
79,53,40,15.34,37.7,5.57,1713.99,41.32,1.31,1.87,Silt,NPK
147,58,23,32.74,65.89,7.61,867.33,25.25,1.3,0.37,Clay,MOP
44,45,96,22.96,47.0,6.71,2529.94,40.9,1.06,0.69,Sandy,Urea
44,78,11,35.5,85.73,7.14,2758.89,23.79,1.27,2.34,Silt,Urea
77,43,99,36.11,58.58,5.79,1499.65,12.55,0.47,0.75,Loamy,SSP
57,46,35,36.39,38.29,6.43,1424.3,55.61,0.7,0.37,Clay,Urea
65,60,31,26.31,31.43,6.97,1119.14,54.16,1.03,1.83,Silt,MOP
132,46,115,33.66,43.94,6.12,947.11,58.54,1.34,1.69,Loamy,DAP
119,34,37,29.86,49.2,5.29,1749.46,45.83,1.06,1.86,Silt,DAP
151,14,15,15.6,42.42,8.35,672.55,44.14,1.29,1.89,Loamy,DAP
43,17,112,21.45,51.94,6.55,1850.09,37.95,0.82,1.55,Clay,Urea
74,62,28,38.87,82.74,7.44,1771.69,16.3,1.13,1.53,Silt,MOP
91,36,65,33.18,32.88,6.14,2143.38,19.46,1.47,2.78,Silt,DAP
146,70,30,17.89,78.07,5.92,832.08,24.47,0.4,1.65,Sandy,MOP
84,74,51,18.43,55.55,6.13,2165.49,54.51,1.4,1.89,Clay,NPK
87,80,29,17.63,84.39,6.14,247.39,18.65,0.88,0.87,Loamy,MOP
159,54,104,19.86,70.02,6.68,1696.4,56.14,1.04,2.63,Silt,Zinc Sulphate
